ZAWODNIK,KLUB,Strzały,G,xG,xG/s,G-xG,non-pen xG,non-pen xG/s,G - xG NON-PEN,KP,AST,xAST,KP-xAST
Walerian Gwilia,Raków Częstochowa,21,0,"0,891","0,042","-0,891","0,891","0,042","-0,891",15,0,"0,768","-0,768"
Bartłomiej Wdowik,Jagiellonia,17,0,"0,907","0,053","-0,907","0,907","0,053","-0,907",10,1,"1,215","-0,215"
Alex Serrano,Górnik Łęczna,16,0,"0,913","0,057","-0,913","0,913","0,057","-0,913",12,2,"0,779","1,221"
Patryk Tuszyński,Wisła Płock,8,0,"0,926","0,116","-0,926","0,926","0,116","-0,926",10,0,"0,448","-0,448"
Mariusz Malec,Pogoń Szczecin,10,0,"0,935","0,093","-0,935","0,935","0,093","-0,935",6,1,"0,505","0,495"
Mateusz Bartolewski,Zagłębie Lubin,26,2,"2,938","0,113","-0,938","2,938","0,113","-0,938",16,1,"0,701","0,299"
Wiktor Biedrzycki,Bruk-Bet,14,1,"1,695","0,121","-0,695","0,945","0,073","-0,945",3,0,"0,075","-0,075"
Martin Pospisil,Jagiellonia,23,0,"0,954","0,041","-0,954","0,954","0,041","-0,954",55,4,"4,867","-0,867"
Lindsay Rose,Legia Warszawa,8,0,"0,956","0,120","-0,956","0,956","0,120","-0,956",4,0,"0,419","-0,419"
Jakub Rzeźniczak,Wisła Płock,13,0,"0,958","0,074","-0,958","0,958","0,074","-0,958",3,1,"0,172","0,828"
David Domgjoni,Bruk-Bet,4,0,"0,963","0,241","-0,963","0,963","0,241","-0,963",3,1,"0,343","0,657"
Benedikt Zech,Pogoń Szczecin,9,0,"0,964","0,107","-0,964","0,964","0,107","-0,964",6,0,"0,393","-0,393"
Andrzej Trubeha,Jagiellonia,18,1,"1,969","0,109","-0,969","1,969","0,109","-0,969",6,0,"0,462","-0,462"
Maciej Jankowski,Stal Mielec,11,0,"0,973","0,088","-0,973","0,973","0,088","-0,973",0,0,"0,000","0,000"
Joseph Ceesay,Lechia Gdańsk,16,0,"1,002","0,063","-1,002","1,002","0,063","-1,002",21,3,"2,481","0,519"
Rivaldinho,Cracovia,30,1,"2,768","0,092","-1,768","2,018","0,070","-1,018",4,1,"0,221","0,779"
Damian Michalski,Wisła Płock,18,1,"2,032","0,113","-1,032","2,032","0,113","-1,032",7,4,"1,127","2,873"
Luquinhas,Legia Warszawa,21,0,"1,077","0,051","-1,077","1,077","0,051","-1,077",13,1,"1,463","-0,463"
Grzegorz Tomasiewicz,Stal Mielec,53,8,"8,329","0,157","-0,329","3,079","0,067","-1,079",30,2,"2,093","-0,093"
Dawid Kocyła,Wisła P/Bruk-Bet,14,0,"1,088","0,078","-1,088","1,088","0,078","-1,088",8,0,"1,478","-1,478"
Fran Tudor,Raków Częstochowa,15,2,"3,599","0,240","-1,599","2,099","0,161","-1,099",37,7,"5,061","1,939"
Rafał Kurzawa,Pogoń Szczecin,25,1,"2,100","0,084","-1,100","2,100","0,084","-1,100",32,2,"2,463","-0,463"
Jakub Jugas,Cracovia,5,0,"1,133","0,227","-1,133","1,133","0,227","-1,133",3,0,"0,401","-0,401"
Mario Rodriguez,Warta Poznań,17,0,"1,135","0,067","-1,135","1,135","0,067","-1,135",4,0,"0,248","-0,248"
Patryk Kun,Raków Częstochowa,30,1,"2,160","0,072","-1,160","2,160","0,072","-1,160",33,2,"2,848","-0,848"
Mario Maloca,Lechia Gdańsk,10,0,"1,199","0,120","-1,199","1,199","0,120","-1,199",5,2,"0,951","1,049"
Caye Quinana,Śląsk Wrocław,24,2,"3,226","0,134","-1,226","3,226","0,134","-1,226",7,0,"0,517","-0,517"
Felicio Brown Forbes,Wisła Kraków,24,2,"3,269","0,136","-1,269","3,269","0,136","-1,269",13,0,"0,841","-0,841"
Marko Poletanović,Raków/Wisła K,23,1,"2,021","0,088","-1,021","1,271","0,058","-1,271",21,2,"1,282","0,718"
Konrad Gruszkowski,Wisła Kraków,22,2,"3,287","0,149","-1,287","3,287","0,149","-1,287",17,3,"2,364","0,636"
Michał Żyro,Piast/Jagiellonia,18,1,"2,302","0,128","-1,302","2,302","0,128","-1,302",8,1,"1,523","-0,523"
Kacper Skibicki,Legia Warszawa,18,0,"1,317","0,073","-1,317","1,317","0,073","-1,317",9,1,"0,995","0,005"
Jan Kliment,Wisła Kraków,33,2,"3,322","0,101","-1,322","3,322","0,101","-1,322",17,1,"0,999","0,001"
Tiago Alves,Piast Gliwice,14,0,"1,336","0,095","-1,336","1,336","0,095","-1,336",3,0,"0,106","-0,106"
Filip Marchwiński,Lech Poznań,7,0,"1,337","0,191","-1,337","1,337","0,191","-1,337",4,0,"0,495","-0,495"
Przemysław Wiśniewski,Górnik Zabrze,14,0,"1,373","0,098","-1,373","1,373","0,098","-1,373",9,1,"0,830","0,170"
Karol Knap,Cracovia,18,0,"1,381","0,077","-1,381","1,381","0,077","-1,381",10,1,"0,559","0,441"
Kacper Śpiewak,Bruk-Bet,25,2,"3,510","0,140","-1,510","3,510","0,140","-1,510",2,0,"0,109","-0,109"
Tomas Petrasek,Raków Częstochowa,23,2,"3,615","0,157","-1,615","3,615","0,157","-1,615",2,0,"0,077","-0,077"
Karol Podliński,Zagłębie Lubin,13,0,"1,658","0,128","-1,658","1,658","0,128","-1,658",8,2,"0,932","1,068"
Luis Machado,Radomiak Radom,45,2,"3,763","0,084","-1,763","3,763","0,084","-1,763",15,1,"1,033","-0,033"
Zdenek Ondrasek,Wisła Kraków,22,2,"3,790","0,172","-1,790","3,790","0,172","-1,790",11,0,"0,934","-0,934"
Adriel Ba Loua,Lech Poznań,36,1,"2,865","0,080","-1,865","2,865","0,080","-1,865",30,3,"4,049","-1,049"
Jayson Papeau,Warta Poznań,28,0,"1,913","0,068","-1,913","1,913","0,068","-1,913",16,2,"1,334","0,666"
Mateusz Kuzimski,Warta Poznań,28,1,"2,922","0,104","-1,922","2,922","0,104","-1,922",5,0,"0,206","-0,206"
Bassekou Diabate,Lechia Gdańsk,21,0,"2,050","0,098","-2,050","2,050","0,098","-2,050",9,1,"0,491","0,509"
Mateusz Radecki,Radomiak Radom,29,1,"3,312","0,114","-2,312","3,312","0,114","-2,312",10,2,"0,742","1,258"
Michał Mak,Górnik Łęczna,24,0,"2,332","0,097","-2,332","2,332","0,097","-2,332",16,1,"1,747","-0,747"
Jean Carlos Silva,Pogoń Szczecin,39,2,"4,360","0,112","-2,360","4,360","0,112","-2,360",31,3,"3,151","-0,151"
Waldemar Sobota,Śląsk Wrocław,19,0,"2,370","0,125","-2,370","2,370","0,125","-2,370",17,2,"1,212","0,788"
Piotr Parzyszek,Pogoń Szczecin,32,1,"4,152","0,130","-3,152","4,152","0,130","-3,152",10,1,"0,859","0,141"
Mahir Emreli,Legia Warszawa,36,2,"5,736","0,159","-3,736","5,736","0,159","-3,736",13,1,"1,075","-0,075"
Robert Pich,Śląsk Wrocław,71,6,"9,187","0,129","-3,187","6,937","0,102","-3,937",30,1,"1,754","-0,754"
Serhij Krykun,Górnik Łęczna,41,0,"4,069","0,099","-4,069","4,069","0,099","-4,069",14,1,"1,763","-0,763"
