ZAWODNIK,KLUB,Strzały,G,xG,xG/s,G-xG,non-pen xG,non-pen xG/s,G - xG NON-PEN,KP,AST,xAST,KP-xAST
Sebastian Kowalczyk,Pogoń Szczecin,48,6,"7,246","0,151","-1,246","4,246","0,096","-1,246",36,6,"2,946","3,054"
Bartosz Slisz,Legia Warszawa,26,0,"1,268","0,049","-1,268","1,268","0,049","-1,268",33,4,"3,207","0,793"
Filip Szymczak,Lech Poznań,37,2,"3,286","0,089","-1,286","3,286","0,089","-1,286",15,2,"1,841","0,159"
Adriel Ba Loua,Lech Poznań,15,0,"1,367","0,091","-1,367","1,367","0,091","-1,367",17,0,"0,930","-0,930"
Jacek Podgórski,Korona Kielce,29,1,"2,147","0,074","-1,147","1,397","0,050","-1,397",18,1,"1,605","-0,605"
Rafał Janicki,Górnik Zabrze,13,0,"1,487","0,114","-1,487","1,487","0,114","-1,487",6,1,"0,482","0,518"
Artur Jędrzejczyk,Legia Warszawa,9,0,"1,496","0,166","-1,496","1,496","0,166","-1,496",7,0,"0,525","-0,525"
Angelo Henriquez,Miedź Legnica,52,7,"8,513","0,164","-1,513","5,513","0,115","-1,513",18,1,"0,863","0,137"
Mikołaj Lebedyński,Stal Mielec,18,0,"1,555","0,086","-1,555","1,555","0,086","-1,555",10,2,"1,251","0,749"
Tornike Gaprindaszwili,Zagłębie Lubin,30,2,"3,577","0,119","-1,577","3,577","0,119","-1,577",10,0,"0,912","-0,912"
Jacek Kiełb,Korona Kielce,17,0,"1,582","0,093","-1,582","1,582","0,093","-1,582",8,2,"0,425","1,575"
Kamil Drygas,Pogoń/Miedź,27,2,"4,131","0,153","-2,131","2,631","0,105","-1,631",7,0,"0,473","-0,473"
Bartosz Bida,Jagiellonia,13,0,"1,666","0,128","-1,666","1,666","0,128","-1,666",6,1,"0,947","0,053"
Bassekou Diabate,Lechia Gdańsk,29,0,"1,763","0,061","-1,763","1,763","0,061","-1,763",12,2,"1,194","0,806"
Łukasz Zjawiński,Widzew Łódź,14,0,"1,833","0,131","-1,833","1,833","0,131","-1,833",5,0,"0,580","-0,580"
Fedor Cernych,Jagiellonia,19,1,"2,612","0,137","-1,612","1,862","0,103","-1,862",8,2,"1,015","0,985"
Caye Quintana,Śląsk Wrocław,20,0,"1,910","0,095","-1,910","1,910","0,095","-1,910",10,0,"0,701","-0,701"
Steve Kapuadi,Wisła Płock,12,0,"2,004","0,167","-2,004","2,004","0,167","-2,004",4,0,"0,077","-0,077"
Filip Starzyński,Zagłębie Lubin,50,1,"3,931","0,079","-2,931","3,181","0,065","-2,181",45,2,"3,485","-1,485"
Zoran Arsenić,Raków Częstochowa,15,0,"2,663","0,178","-2,663","2,663","0,178","-2,663",11,1,"1,027","-0,027"
